date,store_id,sku_id,true_demand_units,promo_flag,holiday_flag,category,forecast_units
2026-01-14,ST001,SKU0002,2,0,0,Home Care,6.0
2026-01-15,ST001,SKU0002,2,0,0,Home Care,5.428571428571429
2026-01-16,ST001,SKU0002,6,0,0,Home Care,5.142857142857143
2026-01-17,ST001,SKU0002,2,0,0,Home Care,4.857142857142857
2026-01-18,ST001,SKU0002,2,0,0,Home Care,4.142857142857143
2026-01-19,ST001,SKU0002,0,0,0,Home Care,3.142857142857143
2026-01-20,ST001,SKU0002,1,0,0,Home Care,2.857142857142857
2026-01-21,ST001,SKU0002,2,0,0,Home Care,2.142857142857143
2026-01-22,ST001,SKU0002,1,0,0,Home Care,2.142857142857143
2026-01-23,ST001,SKU0002,8,0,0,Home Care,2.0
2026-01-24,ST001,SKU0002,6,0,0,Home Care,2.2857142857142856
2026-01-25,ST001,SKU0002,1,0,0,Home Care,2.857142857142857
2026-01-26,ST001,SKU0002,2,0,0,Home Care,2.7142857142857144
2026-01-27,ST001,SKU0002,2,0,0,Home Care,3.0
2026-01-28,ST001,SKU0002,3,0,0,Home Care,3.142857142857143
2026-01-29,ST001,SKU0002,6,0,0,Home Care,3.2857142857142856
2026-01-30,ST001,SKU0002,4,0,0,Home Care,4.0
2026-01-03,ST001,SKU0003,19,0,0,Snacks,6.285714285714286
2026-01-04,ST001,SKU0003,8,0,0,Snacks,8.285714285714286
2026-01-05,ST001,SKU0003,10,0,0,Snacks,8.714285714285714
2026-01-06,ST001,SKU0003,2,0,0,Snacks,9.428571428571429
2026-01-07,ST001,SKU0003,4,0,0,Snacks,8.428571428571429
2026-01-08,ST001,SKU0003,5,0,0,Snacks,8.571428571428571
2026-01-09,ST001,SKU0003,11,0,0,Snacks,8.142857142857142
2026-01-10,ST001,SKU0003,8,0,0,Snacks,8.428571428571429
2026-01-11,ST001,SKU0003,16,0,0,Snacks,6.857142857142857
2026-01-12,ST001,SKU0003,8,0,0,Snacks,8.0
2026-01-13,ST001,SKU0003,9,0,0,Snacks,7.714285714285714
2026-01-14,ST001,SKU0003,9,0,0,Snacks,8.714285714285714
2026-01-15,ST001,SKU0003,10,0,0,Snacks,9.428571428571429
2026-01-16,ST001,SKU0003,7,0,0,Snacks,10.142857142857142
2026-01-17,ST001,SKU0003,6,0,0,Snacks,9.571428571428571
2026-01-18,ST001,SKU0003,6,0,0,Snacks,9.285714285714286
2026-01-19,ST001,SKU0003,3,0,0,Snacks,7.857142857142857
2026-01-20,ST001,SKU0003,5,0,0,Snacks,7.142857142857143
2026-01-21,ST001,SKU0003,4,0,0,Snacks,6.571428571428571
2026-01-22,ST001,SKU0003,19,0,0,Snacks,5.857142857142857
2026-01-23,ST001,SKU0003,6,0,0,Snacks,7.142857142857143
2026-01-24,ST001,SKU0003,2,0,0,Snacks,7.0
2026-01-25,ST001,SKU0003,8,0,0,Snacks,6.428571428571429
2026-01-26,ST001,SKU0003,2,0,0,Snacks,6.714285714285714
2026-01-27,ST001,SKU0003,2,0,0,Snacks,6.571428571428571
2026-01-28,ST001,SKU0003,9,0,0,Snacks,6.142857142857143
2026-01-29,ST001,SKU0003,8,0,0,Snacks,6.857142857142857
2026-01-30,ST001,SKU0003,5,0,0,Snacks,5.285714285714286
2026-01-03,ST001,SKU0004,5,0,0,Snacks,9.428571428571429
2026-01-04,ST001,SKU0004,7,0,0,Snacks,9.571428571428571
2026-01-05,ST001,SKU0004,11,0,0,Snacks,9.714285714285714
2026-01-06,ST001,SKU0004,17,0,0,Snacks,10.142857142857142
2026-01-07,ST001,SKU0004,8,0,0,Snacks,9.571428571428571
2026-01-08,ST001,SKU0004,2,0,0,Snacks,9.0
2026-01-09,ST001,SKU0004,11,0,0,Snacks,8.0
2026-01-10,ST001,SKU0004,3,0,0,Snacks,8.714285714285714
2026-01-11,ST001,SKU0004,6,0,0,Snacks,8.428571428571429
2026-01-12,ST001,SKU0004,1,0,0,Snacks,8.285714285714286
2026-01-13,ST001,SKU0004,5,0,0,Snacks,6.857142857142857
2026-01-14,ST001,SKU0004,2,0,0,Snacks,5.142857142857143
2026-01-15,ST001,SKU0004,16,0,0,Snacks,4.285714285714286
2026-01-16,ST001,SKU0004,7,0,0,Snacks,6.285714285714286
2026-01-17,ST001,SKU0004,11,0,0,Snacks,5.714285714285714
2026-01-18,ST001,SKU0004,12,0,0,Snacks,6.857142857142857
2026-01-19,ST001,SKU0004,12,0,0,Snacks,7.714285714285714
2026-01-20,ST001,SKU0004,7,0,0,Snacks,9.285714285714286
2026-01-21,ST001,SKU0004,6,0,0,Snacks,9.571428571428571
2026-01-22,ST001,SKU0004,4,0,0,Snacks,10.142857142857142
2026-01-23,ST001,SKU0004,8,0,0,Snacks,8.428571428571429
2026-01-24,ST001,SKU0004,6,0,0,Snacks,8.571428571428571
2026-01-25,ST001,SKU0004,5,0,0,Snacks,7.857142857142857
2026-01-26,ST001,SKU0004,5,0,0,Snacks,6.857142857142857
2026-01-27,ST001,SKU0004,6,0,0,Snacks,5.857142857142857
2026-01-28,ST001,SKU0004,10,0,0,Snacks,5.714285714285714
2026-01-29,ST001,SKU0004,13,0,0,Snacks,6.285714285714286
2026-01-30,ST001,SKU0004,8,0,0,Snacks,7.571428571428571
2026-01-03,ST001,SKU0005,12,0,0,Beverages,7.428571428571429
2026-01-04,ST001,SKU0005,2,0,0,Beverages,7.428571428571429
2026-01-05,ST001,SKU0005,4,0,0,Beverages,6.428571428571429
2026-01-06,ST001,SKU0005,4,0,0,Beverages,5.571428571428571
2026-01-07,ST001,SKU0005,11,0,0,Beverages,5.285714285714286
2026-01-08,ST001,SKU0005,13,0,0,Beverages,6.0
2026-01-09,ST001,SKU0005,2,0,0,Beverages,7.571428571428571
2026-01-10,ST001,SKU0005,14,0,0,Beverages,6.857142857142857
2026-01-11,ST001,SKU0005,12,0,0,Beverages,7.142857142857143
2026-01-12,ST001,SKU0005,2,0,0,Beverages,8.571428571428571
2026-01-13,ST001,SKU0005,10,0,0,Beverages,8.285714285714286
2026-01-14,ST001,SKU0005,3,0,0,Beverages,9.142857142857142
2026-01-15,ST001,SKU0005,12,0,0,Beverages,8.0
2026-01-16,ST001,SKU0005,0,0,0,Beverages,7.857142857142857
2026-01-17,ST001,SKU0005,4,0,0,Beverages,7.571428571428571
2026-01-18,ST001,SKU0005,6,0,0,Beverages,6.142857142857143
2026-01-19,ST001,SKU0005,7,0,0,Beverages,5.285714285714286
2026-01-20,ST001,SKU0005,10,0,0,Beverages,6.0
2026-01-21,ST001,SKU0005,6,0,0,Beverages,6.0
2026-01-22,ST001,SKU0005,6,0,0,Beverages,6.428571428571429
2026-01-23,ST001,SKU0005,7,0,0,Beverages,5.571428571428571
2026-01-24,ST001,SKU0005,2,0,0,Beverages,6.571428571428571
2026-01-25,ST001,SKU0005,5,0,0,Beverages,6.285714285714286
2026-01-26,ST001,SKU0005,8,0,0,Beverages,6.142857142857143
2026-01-27,ST001,SKU0005,5,0,0,Beverages,6.285714285714286
2026-01-28,ST001,SKU0005,11,0,0,Beverages,5.571428571428571
2026-01-29,ST001,SKU0005,8,0,0,Beverages,6.285714285714286
2026-01-30,ST001,SKU0005,5,0,0,Beverages,6.571428571428571
2026-01-03,ST001,SKU0006,3,0,0,Dairy,9.714285714285714
2026-01-04,ST001,SKU0006,4,0,0,Dairy,8.714285714285714
2026-01-05,ST001,SKU0006,6,0,0,Dairy,7.142857142857143
2026-01-06,ST001,SKU0006,25,0,0,Dairy,6.571428571428571
2026-01-07,ST001,SKU0006,6,0,0,Dairy,9.428571428571429
2026-01-08,ST001,SKU0006,8,0,0,Dairy,8.428571428571429
2026-01-09,ST001,SKU0006,3,0,0,Dairy,8.714285714285714
2026-01-10,ST001,SKU0006,14,0,0,Dairy,7.857142857142857
2026-01-11,ST001,SKU0006,2,0,0,Dairy,9.428571428571429
2026-01-12,ST001,SKU0006,3,0,0,Dairy,9.142857142857142
2026-01-13,ST001,SKU0006,4,0,0,Dairy,8.714285714285714
2026-01-14,ST001,SKU0006,8,0,0,Dairy,5.714285714285714
2026-01-15,ST001,SKU0006,3,0,0,Dairy,6.0
2026-01-16,ST001,SKU0006,7,0,0,Dairy,5.285714285714286
2026-01-17,ST001,SKU0006,6,0,0,Dairy,5.857142857142857
2026-01-18,ST001,SKU0006,15,0,0,Dairy,4.714285714285714
2026-01-19,ST001,SKU0006,2,0,0,Dairy,6.571428571428571
2026-01-20,ST001,SKU0006,13,0,0,Dairy,6.428571428571429
2026-01-21,ST001,SKU0006,11,0,0,Dairy,7.714285714285714
2026-01-22,ST001,SKU0006,15,0,0,Dairy,8.142857142857142
2026-01-23,ST001,SKU0006,8,0,0,Dairy,9.857142857142858
2026-01-24,ST001,SKU0006,5,0,0,Dairy,10.0
2026-01-25,ST001,SKU0006,13,0,0,Dairy,9.857142857142858
2026-01-26,ST001,SKU0006,10,0,0,Dairy,9.571428571428571
2026-01-27,ST001,SKU0006,17,0,0,Dairy,10.714285714285714
2026-01-28,ST001,SKU0006,5,0,0,Dairy,11.285714285714286
2026-01-29,ST001,SKU0006,28,0,0,Dairy,10.428571428571429
2026-01-30,ST001,SKU0006,11,0,0,Dairy,12.285714285714286
2026-01-03,ST001,SKU0007,6,0,0,Dairy,12.714285714285714
2026-01-04,ST001,SKU0007,13,0,0,Dairy,9.428571428571429
2026-01-05,ST001,SKU0007,11,0,0,Dairy,9.285714285714286
2026-01-06,ST001,SKU0007,11,0,0,Dairy,9.571428571428571
2026-01-07,ST001,SKU0007,16,0,0,Dairy,9.714285714285714
2026-01-08,ST001,SKU0007,5,0,0,Dairy,11.285714285714286
2026-01-09,ST001,SKU0007,10,0,0,Dairy,10.857142857142858
2026-01-10,ST001,SKU0007,14,0,0,Dairy,10.285714285714286
2026-01-11,ST001,SKU0007,12,0,0,Dairy,11.428571428571429
2026-01-12,ST001,SKU0007,10,0,0,Dairy,11.285714285714286
2026-01-13,ST001,SKU0007,4,0,0,Dairy,11.142857142857142
2026-01-14,ST001,SKU0007,9,0,0,Dairy,10.142857142857142
2026-01-15,ST001,SKU0007,3,0,0,Dairy,9.142857142857142
2026-01-16,ST001,SKU0007,6,0,0,Dairy,8.857142857142858
2026-01-17,ST001,SKU0007,21,0,0,Dairy,8.285714285714286
2026-01-18,ST001,SKU0007,8,0,0,Dairy,9.285714285714286
2026-01-19,ST001,SKU0007,6,0,0,Dairy,8.714285714285714
2026-01-20,ST001,SKU0007,28,0,0,Dairy,8.142857142857142
2026-01-21,ST001,SKU0007,14,0,0,Dairy,11.571428571428571
2026-01-22,ST001,SKU0007,12,0,0,Dairy,12.285714285714286
2026-01-23,ST001,SKU0007,14,0,0,Dairy,13.571428571428571
2026-01-24,ST001,SKU0007,3,0,0,Dairy,14.714285714285714
2026-01-25,ST001,SKU0007,7,0,0,Dairy,12.142857142857142
2026-01-26,ST001,SKU0007,8,0,0,Dairy,12.0
2026-01-27,ST001,SKU0007,8,0,0,Dairy,12.285714285714286
2026-01-28,ST001,SKU0007,14,0,0,Dairy,9.428571428571429
2026-01-29,ST001,SKU0007,32,0,0,Dairy,9.428571428571429
2026-01-30,ST001,SKU0007,9,0,0,Dairy,12.285714285714286
2026-01-03,ST001,SKU0008,1,0,0,Beverages,12.857142857142858
2026-01-04,ST001,SKU0008,13,0,0,Beverages,11.0
2026-01-05,ST001,SKU0008,7,0,0,Beverages,8.857142857142858
2026-01-06,ST001,SKU0008,3,0,0,Beverages,9.142857142857142
2026-01-07,ST001,SKU0008,5,0,0,Beverages,7.0
2026-01-08,ST001,SKU0008,11,0,0,Beverages,6.428571428571429
2026-01-09,ST001,SKU0008,8,0,0,Beverages,6.0
2026-01-10,ST001,SKU0008,19,0,0,Beverages,6.857142857142857
2026-01-11,ST001,SKU0008,3,0,0,Beverages,9.428571428571429
2026-01-12,ST001,SKU0008,6,0,0,Beverages,8.0
2026-01-13,ST001,SKU0008,5,0,0,Beverages,7.857142857142857
2026-01-14,ST001,SKU0008,12,0,0,Beverages,8.142857142857142
2026-01-15,ST001,SKU0008,4,0,0,Beverages,9.142857142857142
2026-01-16,ST001,SKU0008,5,0,0,Beverages,8.142857142857142
2026-01-17,ST001,SKU0008,12,0,0,Beverages,7.714285714285714
2026-01-18,ST001,SKU0008,8,0,0,Beverages,6.714285714285714
2026-01-19,ST001,SKU0008,10,0,0,Beverages,7.428571428571429
2026-01-20,ST001,SKU0008,8,0,0,Beverages,8.0
2026-01-21,ST001,SKU0008,5,0,0,Beverages,8.428571428571429
2026-01-22,ST001,SKU0008,13,0,0,Beverages,7.428571428571429
2026-01-23,ST001,SKU0008,13,0,0,Beverages,8.714285714285714
2026-01-24,ST001,SKU0008,3,0,0,Beverages,9.857142857142858
2026-01-25,ST001,SKU0008,2,0,0,Beverages,8.571428571428571
2026-01-26,ST001,SKU0008,7,0,0,Beverages,7.714285714285714
2026-01-27,ST001,SKU0008,3,0,0,Beverages,7.285714285714286
2026-01-28,ST001,SKU0008,2,0,0,Beverages,6.571428571428571
2026-01-29,ST001,SKU0008,3,0,0,Beverages,6.142857142857143
2026-01-30,ST001,SKU0008,12,0,0,Beverages,4.714285714285714
2026-01-03,ST001,SKU0009,3,0,0,Home Care,4.714285714285714
2026-01-04,ST001,SKU0009,5,0,0,Home Care,4.428571428571429
2026-01-05,ST001,SKU0009,8,0,0,Home Care,4.857142857142857
2026-01-06,ST001,SKU0009,4,0,0,Home Care,5.571428571428571
2026-01-07,ST001,SKU0009,0,0,0,Home Care,5.142857142857143
2026-01-08,ST001,SKU0009,1,0,0,Home Care,4.857142857142857
2026-01-09,ST001,SKU0009,0,0,0,Home Care,4.0
2026-01-10,ST001,SKU0009,4,0,0,Home Care,3.0
2026-01-11,ST001,SKU0009,1,0,0,Home Care,3.142857142857143
2026-01-12,ST001,SKU0009,5,0,0,Home Care,2.5714285714285716
2026-01-13,ST001,SKU0009,1,0,0,Home Care,2.142857142857143
2026-01-14,ST001,SKU0009,4,0,0,Home Care,1.7142857142857142
2026-01-15,ST001,SKU0009,2,0,0,Home Care,2.2857142857142856
2026-01-16,ST001,SKU0009,4,0,0,Home Care,2.4285714285714284
2026-01-17,ST001,SKU0009,0,0,0,Home Care,3.0
2026-01-18,ST001,SKU0009,1,0,0,Home Care,2.4285714285714284
2026-01-19,ST001,SKU0009,2,0,0,Home Care,2.4285714285714284
2026-01-20,ST001,SKU0009,3,0,0,Home Care,2.0
2026-01-21,ST001,SKU0009,0,0,0,Home Care,2.2857142857142856
2026-01-22,ST001,SKU0009,5,0,0,Home Care,1.7142857142857142
2026-01-23,ST001,SKU0009,2,0,0,Home Care,2.142857142857143
2026-01-24,ST001,SKU0009,3,0,0,Home Care,1.8571428571428572
2026-01-25,ST001,SKU0009,3,0,0,Home Care,2.2857142857142856
2026-01-26,ST001,SKU0009,5,0,0,Home Care,2.5714285714285716
2026-01-27,ST001,SKU0009,4,0,0,Home Care,3.0
2026-01-28,ST001,SKU0009,1,0,0,Home Care,3.142857142857143
2026-01-29,ST001,SKU0009,2,0,0,Home Care,3.2857142857142856
2026-01-30,ST001,SKU0009,0,0,0,Home Care,2.857142857142857
2026-01-03,ST001,SKU0010,2,0,0,Home Care,4.0
2026-01-04,ST001,SKU0010,1,0,0,Home Care,3.4285714285714284
2026-01-05,ST001,SKU0010,3,0,0,Home Care,2.4285714285714284
2026-01-06,ST001,SKU0010,7,0,0,Home Care,2.5714285714285716
2026-01-07,ST001,SKU0010,5,0,0,Home Care,3.2857142857142856
2026-01-08,ST001,SKU0010,1,0,0,Home Care,3.5714285714285716
2026-01-09,ST001,SKU0010,0,0,0,Home Care,3.0
2026-01-10,ST001,SKU0010,3,0,0,Home Care,2.7142857142857144
2026-01-11,ST001,SKU0010,9,0,0,Home Care,2.857142857142857
2026-01-12,ST001,SKU0010,5,0,0,Home Care,4.0
2026-01-13,ST001,SKU0010,1,0,0,Home Care,4.285714285714286
2026-01-14,ST001,SKU0010,3,0,0,Home Care,3.4285714285714284
2026-01-15,ST001,SKU0010,2,0,0,Home Care,3.142857142857143
2026-01-16,ST001,SKU0010,0,0,0,Home Care,3.2857142857142856
2026-01-17,ST001,SKU0010,4,0,0,Home Care,3.2857142857142856
2026-01-18,ST001,SKU0010,2,0,0,Home Care,3.4285714285714284
2026-01-19,ST001,SKU0010,1,0,0,Home Care,2.4285714285714284
2026-01-20,ST001,SKU0010,3,0,0,Home Care,1.8571428571428572
2026-01-21,ST001,SKU0010,4,0,0,Home Care,2.142857142857143
2026-01-22,ST001,SKU0010,0,0,0,Home Care,2.2857142857142856
2026-01-23,ST001,SKU0010,1,0,0,Home Care,2.0
2026-01-24,ST001,SKU0010,4,0,0,Home Care,2.142857142857143
2026-01-25,ST001,SKU0010,1,0,0,Home Care,2.142857142857143
2026-01-26,ST001,SKU0010,3,0,0,Home Care,2.0
2026-01-27,ST001,SKU0010,0,0,0,Home Care,2.2857142857142856
2026-01-28,ST001,SKU0010,2,0,0,Home Care,1.8571428571428572
2026-01-29,ST001,SKU0010,3,0,0,Home Care,1.5714285714285714
2026-01-30,ST001,SKU0010,6,0,0,Home Care,2.0
2026-01-03,ST001,SKU0011,7,0,0,Beverages,6.142857142857143
2026-01-04,ST001,SKU0011,12,0,0,Beverages,6.142857142857143
2026-01-05,ST001,SKU0011,5,0,0,Beverages,6.714285714285714
2026-01-06,ST001,SKU0011,2,0,0,Beverages,7.285714285714286
2026-01-07,ST001,SKU0011,2,0,0,Beverages,7.0
2026-01-08,ST001,SKU0011,6,0,0,Beverages,6.714285714285714
2026-01-09,ST001,SKU0011,5,0,0,Beverages,5.571428571428571
2026-01-10,ST001,SKU0011,13,0,0,Beverages,5.571428571428571
2026-01-11,ST001,SKU0011,9,0,0,Beverages,6.428571428571429
2026-01-12,ST001,SKU0011,1,0,0,Beverages,6.0
2026-01-13,ST001,SKU0011,15,0,0,Beverages,5.428571428571429
2026-01-14,ST001,SKU0011,14,0,0,Beverages,7.285714285714286
2026-01-15,ST001,SKU0011,10,0,0,Beverages,9.0
2026-01-16,ST001,SKU0011,8,0,0,Beverages,9.571428571428571
2026-01-17,ST001,SKU0011,7,0,0,Beverages,10.0
2026-01-18,ST001,SKU0011,3,0,0,Beverages,9.142857142857142
2026-01-19,ST001,SKU0011,11,0,0,Beverages,8.285714285714286
2026-01-20,ST001,SKU0011,3,0,0,Beverages,9.714285714285714
2026-01-21,ST001,SKU0011,15,0,0,Beverages,8.0
2026-01-22,ST001,SKU0011,5,0,0,Beverages,8.142857142857142
2026-01-23,ST001,SKU0011,3,0,0,Beverages,7.428571428571429
2026-01-24,ST001,SKU0011,11,0,0,Beverages,6.714285714285714
2026-01-25,ST001,SKU0011,7,0,0,Beverages,7.285714285714286
2026-01-26,ST001,SKU0011,6,0,0,Beverages,7.857142857142857
2026-01-27,ST001,SKU0011,8,0,0,Beverages,7.142857142857143
2026-01-28,ST001,SKU0011,15,0,0,Beverages,7.857142857142857
2026-01-29,ST001,SKU0011,3,0,0,Beverages,7.857142857142857
2026-01-30,ST001,SKU0011,6,0,0,Beverages,7.571428571428571
2026-01-03,ST001,SKU0012,7,0,0,Dairy,10.714285714285714
2026-01-04,ST001,SKU0012,22,0,0,Dairy,11.0
2026-01-05,ST001,SKU0012,15,0,0,Dairy,10.285714285714286
2026-01-06,ST001,SKU0012,14,0,0,Dairy,11.142857142857142
2026-01-07,ST001,SKU0012,2,0,0,Dairy,12.571428571428571
2026-01-08,ST001,SKU0012,6,0,0,Dairy,10.857142857142858
2026-01-09,ST001,SKU0012,4,0,0,Dairy,10.0
2026-01-10,ST001,SKU0012,16,0,0,Dairy,10.0
2026-01-11,ST001,SKU0012,4,0,0,Dairy,11.285714285714286
2026-01-12,ST001,SKU0012,11,0,0,Dairy,8.714285714285714
2026-01-13,ST001,SKU0012,22,0,0,Dairy,8.142857142857142
2026-01-14,ST001,SKU0012,5,0,0,Dairy,9.285714285714286
2026-01-15,ST001,SKU0012,11,0,0,Dairy,9.714285714285714
2026-01-16,ST001,SKU0012,16,0,0,Dairy,10.428571428571429
2026-01-17,ST001,SKU0012,21,0,0,Dairy,12.142857142857142
2026-01-18,ST001,SKU0012,9,0,0,Dairy,12.857142857142858
2026-01-19,ST001,SKU0012,11,0,0,Dairy,13.571428571428571
2026-01-20,ST001,SKU0012,6,0,0,Dairy,13.571428571428571
2026-01-21,ST001,SKU0012,8,0,0,Dairy,11.285714285714286
2026-01-22,ST001,SKU0012,6,0,0,Dairy,11.714285714285714
2026-01-23,ST001,SKU0012,5,0,0,Dairy,11.0
2026-01-24,ST001,SKU0012,3,0,0,Dairy,9.428571428571429
2026-01-25,ST001,SKU0012,5,0,0,Dairy,6.857142857142857
2026-01-26,ST001,SKU0012,5,0,0,Dairy,6.285714285714286
2026-01-27,ST001,SKU0012,12,0,0,Dairy,5.428571428571429
2026-01-28,ST001,SKU0012,5,0,0,Dairy,6.285714285714286
2026-01-29,ST001,SKU0012,7,0,0,Dairy,5.857142857142857
2026-01-30,ST001,SKU0012,9,0,0,Dairy,6.0
2026-01-03,ST001,SKU0013,13,0,0,Beverages,7.714285714285714
2026-01-04,ST001,SKU0013,11,0,0,Beverages,7.714285714285714
2026-01-05,ST001,SKU0013,3,0,0,Beverages,9.142857142857142
2026-01-06,ST001,SKU0013,5,0,0,Beverages,8.571428571428571
2026-01-07,ST001,SKU0013,8,0,0,Beverages,8.714285714285714
2026-01-08,ST001,SKU0013,5,0,0,Beverages,9.0
2026-01-09,ST001,SKU0013,7,0,0,Beverages,7.714285714285714
2026-01-10,ST001,SKU0013,1,0,0,Beverages,7.428571428571429
2026-01-11,ST001,SKU0013,10,0,0,Beverages,5.714285714285714
2026-01-12,ST001,SKU0013,9,0,0,Beverages,5.571428571428571
2026-01-13,ST001,SKU0013,9,0,0,Beverages,6.428571428571429
2026-01-14,ST001,SKU0013,13,0,0,Beverages,7.0
2026-01-15,ST001,SKU0013,11,0,0,Beverages,7.714285714285714
2026-01-16,ST001,SKU0013,8,0,0,Beverages,8.571428571428571
2026-01-17,ST001,SKU0013,1,0,0,Beverages,8.714285714285714
2026-01-18,ST001,SKU0013,9,0,0,Beverages,8.714285714285714
2026-01-19,ST001,SKU0013,5,0,0,Beverages,8.571428571428571
2026-01-20,ST001,SKU0013,4,0,0,Beverages,8.0
2026-01-21,ST001,SKU0013,10,0,0,Beverages,7.285714285714286
2026-01-22,ST001,SKU0013,7,0,0,Beverages,6.857142857142857
2026-01-23,ST001,SKU0013,11,0,0,Beverages,6.285714285714286
2026-01-24,ST001,SKU0013,15,0,0,Beverages,6.714285714285714
2026-01-25,ST001,SKU0013,5,0,0,Beverages,8.714285714285714
2026-01-26,ST001,SKU0013,8,0,0,Beverages,8.142857142857142
2026-01-27,ST001,SKU0013,5,0,0,Beverages,8.571428571428571
2026-01-28,ST001,SKU0013,12,0,0,Beverages,8.714285714285714
2026-01-29,ST001,SKU0013,2,0,0,Beverages,9.0
2026-01-30,ST001,SKU0013,6,0,0,Beverages,8.285714285714286
2026-01-03,ST001,SKU0014,17,0,0,Snacks,9.142857142857142
2026-01-04,ST001,SKU0014,23,0,0,Snacks,10.857142857142858
2026-01-05,ST001,SKU0014,5,0,0,Snacks,8.857142857142858
2026-01-06,ST001,SKU0014,12,0,0,Snacks,8.857142857142858
2026-01-07,ST001,SKU0014,7,0,0,Snacks,9.857142857142858
2026-01-08,ST001,SKU0014,1,0,0,Snacks,10.285714285714286
2026-01-09,ST001,SKU0014,14,0,0,Snacks,9.714285714285714
2026-01-10,ST001,SKU0014,9,0,0,Snacks,11.285714285714286
2026-01-11,ST001,SKU0014,2,0,0,Snacks,10.142857142857142
2026-01-12,ST001,SKU0014,3,0,0,Snacks,7.142857142857143
2026-01-13,ST001,SKU0014,4,0,0,Snacks,6.857142857142857
2026-01-14,ST001,SKU0014,2,0,0,Snacks,5.714285714285714
2026-01-15,ST001,SKU0014,9,0,0,Snacks,5.0
2026-01-16,ST001,SKU0014,9,0,0,Snacks,6.142857142857143
2026-01-17,ST001,SKU0014,26,0,0,Snacks,5.428571428571429
2026-01-18,ST001,SKU0014,7,0,0,Snacks,7.857142857142857
2026-01-19,ST001,SKU0014,7,0,0,Snacks,8.571428571428571
2026-01-20,ST001,SKU0014,5,0,0,Snacks,9.142857142857142
2026-01-21,ST001,SKU0014,13,0,0,Snacks,9.285714285714286
2026-01-22,ST001,SKU0014,3,0,0,Snacks,10.857142857142858
2026-01-23,ST001,SKU0014,7,0,0,Snacks,10.0
2026-01-24,ST001,SKU0014,15,0,0,Snacks,9.714285714285714
2026-01-25,ST001,SKU0014,3,0,0,Snacks,8.142857142857142
2026-01-26,ST001,SKU0014,9,0,0,Snacks,7.571428571428571
2026-01-27,ST001,SKU0014,3,0,0,Snacks,7.857142857142857
2026-01-28,ST001,SKU0014,26,0,0,Snacks,7.571428571428571
