date,store_id,sku_id,on_hand_units,stockout_flag,days_of_cover,lead_time_days,safety_stock,avg_daily_demand,category,shelf_life_days,safety_stock_days,inventory_risk,recommended_action
2026-01-30,ST001,SKU0028,0,1,0.0,0.0,0.0,4.4035087719298245,Personal Care,514,0.0,Healthy,No Action
2026-01-30,ST001,SKU0029,0,1,0.0,0.0,0.0,8.666666666666666,Snacks,341,0.0,Healthy,No Action
2026-01-30,ST001,SKU0030,0,1,0.0,0.0,0.0,2.912280701754386,Home Care,273,0.0,Healthy,No Action
2026-01-30,ST001,SKU0031,0,1,0.0,0.0,0.0,8.421052631578947,Beverages,587,0.0,Healthy,No Action
2026-01-30,ST001,SKU0032,0,1,0.0,0.0,0.0,8.473684210526315,Snacks,576,0.0,Healthy,No Action
2026-01-30,ST001,SKU0033,0,1,0.0,0.0,0.0,12.982456140350877,Grocery,20,0.0,Healthy,No Action
2026-01-30,ST001,SKU0034,0,1,0.0,0.0,0.0,3.649122807017544,Personal Care,580,0.0,Healthy,No Action
2026-01-30,ST001,SKU0035,0,1,0.0,0.0,0.0,3.456140350877193,Home Care,271,0.0,Healthy,No Action
2026-01-30,ST001,SKU0036,0,1,0.0,2.0,21.10761296755201,12.87719298245614,Grocery,21,1.6391470560633032,Stockout Risk,Urgent Replenishment
2026-01-30,ST001,SKU0037,0,1,0.0,0.0,0.0,9.403508771929824,Dairy,8,0.0,Healthy,No Action
2026-01-30,ST001,SKU0038,0,1,0.0,0.0,0.0,14.614035087719298,Grocery,15,0.0,Healthy,No Action
2026-01-30,ST001,SKU0039,0,1,0.0,0.0,0.0,2.912280701754386,Home Care,296,0.0,Healthy,No Action
2026-01-30,ST001,SKU0040,0,1,0.0,0.0,0.0,6.7368421052631575,Beverages,307,0.0,Healthy,No Action
2026-01-30,ST001,SKU0041,0,1,0.0,0.0,0.0,3.245614035087719,Personal Care,492,0.0,Healthy,No Action
2026-01-30,ST001,SKU0042,0,1,0.0,0.0,0.0,7.947368421052632,Snacks,248,0.0,Healthy,No Action
2026-01-30,ST001,SKU0043,0,1,0.0,0.0,0.0,3.982456140350877,Personal Care,344,0.0,Healthy,No Action
2026-01-30,ST001,SKU0044,0,1,0.0,0.0,0.0,13.070175438596491,Grocery,15,0.0,Healthy,No Action
2026-01-30,ST001,SKU0045,0,1,0.0,0.0,0.0,8.12280701754386,Beverages,424,0.0,Healthy,No Action
2026-01-30,ST001,SKU0046,0,1,0.0,0.0,0.0,7.894736842105263,Beverages,375,0.0,Healthy,No Action
2026-01-30,ST001,SKU0047,0,1,0.0,0.0,0.0,9.36842105263158,Dairy,9,0.0,Healthy,No Action
2026-01-30,ST001,SKU0048,0,1,0.0,0.0,0.0,13.789473684210526,Grocery,9,0.0,Healthy,No Action
2026-01-30,ST001,SKU0049,0,1,0.0,0.0,0.0,7.43859649122807,Beverages,656,0.0,Healthy,No Action
2026-01-30,ST001,SKU0050,0,1,0.0,0.0,0.0,8.105263157894736,Snacks,635,0.0,Healthy,No Action
2026-01-30,ST001,SKU0051,0,1,0.0,0.0,0.0,12.385964912280702,Grocery,11,0.0,Healthy,No Action
2026-01-30,ST001,SKU0052,0,1,0.0,0.0,0.0,8.263157894736842,Snacks,292,0.0,Healthy,No Action
2026-01-30,ST001,SKU0053,0,1,0.0,0.0,0.0,8.192982456140351,Dairy,18,0.0,Healthy,No Action
2026-01-30,ST001,SKU0054,0,1,0.0,0.0,0.0,7.12280701754386,Beverages,668,0.0,Healthy,No Action
2026-01-30,ST001,SKU0055,0,1,0.0,0.0,0.0,12.228070175438596,Grocery,18,0.0,Healthy,No Action
2026-01-30,ST001,SKU0056,0,1,0.0,0.0,0.0,2.824561403508772,Home Care,442,0.0,Healthy,No Action
2026-01-30,ST001,SKU0057,0,1,0.0,0.0,0.0,7.105263157894737,Beverages,648,0.0,Healthy,No Action
2026-01-30,ST001,SKU0058,0,1,0.0,0.0,0.0,7.771929824561403,Snacks,217,0.0,Healthy,No Action
2026-01-30,ST001,SKU0059,0,1,0.0,7.0,14.276042684751337,3.807017543859649,Personal Care,571,3.7499282628148674,Stockout Risk,Urgent Replenishment
2026-01-30,ST001,SKU0060,0,1,0.0,0.0,0.0,14.280701754385966,Grocery,11,0.0,Healthy,No Action
2026-01-30,ST001,SKU0061,0,1,0.0,0.0,0.0,9.578947368421051,Dairy,15,0.0,Healthy,No Action
2026-01-30,ST001,SKU0062,0,1,0.0,0.0,0.0,13.771929824561404,Grocery,8,0.0,Healthy,No Action
2026-01-30,ST001,SKU0063,0,1,0.0,0.0,0.0,3.1052631578947367,Personal Care,227,0.0,Healthy,No Action
2026-01-30,ST001,SKU0064,0,1,0.0,0.0,0.0,3.508771929824561,Personal Care,651,0.0,Healthy,No Action
2026-01-30,ST001,SKU0065,0,1,0.0,0.0,0.0,3.5789473684210527,Personal Care,259,0.0,Healthy,No Action
2026-01-30,ST001,SKU0066,0,1,0.0,0.0,0.0,7.982456140350878,Snacks,413,0.0,Healthy,No Action
2026-01-30,ST001,SKU0067,0,1,0.0,0.0,0.0,6.701754385964913,Beverages,595,0.0,Healthy,No Action
2026-01-30,ST001,SKU0068,0,1,0.0,0.0,0.0,7.245614035087719,Snacks,608,0.0,Healthy,No Action
2026-01-30,ST001,SKU0069,0,1,0.0,0.0,0.0,11.982456140350877,Grocery,12,0.0,Healthy,No Action
2026-01-30,ST001,SKU0070,0,1,0.0,0.0,0.0,3.719298245614035,Personal Care,414,0.0,Healthy,No Action
2026-01-30,ST001,SKU0071,0,1,0.0,0.0,0.0,13.87719298245614,Grocery,21,0.0,Healthy,No Action
2026-01-30,ST001,SKU0072,0,1,0.0,0.0,0.0,7.421052631578948,Snacks,585,0.0,Healthy,No Action
2026-01-30,ST001,SKU0073,0,1,0.0,0.0,0.0,9.24561403508772,Dairy,9,0.0,Healthy,No Action
2026-01-30,ST001,SKU0074,0,1,0.0,0.0,0.0,10.543859649122806,Grocery,10,0.0,Healthy,No Action
2026-01-30,ST001,SKU0075,0,1,0.0,0.0,0.0,8.052631578947368,Snacks,316,0.0,Healthy,No Action
2026-01-30,ST001,SKU0076,0,1,0.0,0.0,0.0,3.12280701754386,Home Care,457,0.0,Healthy,No Action
2026-01-30,ST001,SKU0077,0,1,0.0,0.0,0.0,13.789473684210526,Grocery,9,0.0,Healthy,No Action
2026-01-30,ST001,SKU0078,0,1,0.0,0.0,0.0,10.035087719298245,Dairy,9,0.0,Healthy,No Action
2026-01-30,ST001,SKU0079,0,1,0.0,0.0,0.0,4.228070175438597,Personal Care,624,0.0,Healthy,No Action
2026-01-30,ST001,SKU0080,0,1,0.0,0.0,0.0,6.2631578947368425,Beverages,690,0.0,Healthy,No Action
2026-01-30,ST001,SKU0081,0,1,0.0,0.0,0.0,3.6666666666666665,Personal Care,363,0.0,Healthy,No Action
2026-01-30,ST001,SKU0082,0,1,0.0,0.0,0.0,13.31578947368421,Grocery,17,0.0,Healthy,No Action
2026-01-30,ST001,SKU0083,0,1,0.0,0.0,0.0,3.684210526315789,Home Care,474,0.0,Healthy,No Action
2026-01-30,ST001,SKU0084,0,1,0.0,0.0,0.0,3.684210526315789,Home Care,711,0.0,Healthy,No Action
2026-01-30,ST001,SKU0085,0,1,0.0,2.0,16.771321857328513,14.052631578947368,Grocery,8,1.1934648512705683,Stockout Risk,Urgent Replenishment
2026-01-30,ST001,SKU0086,0,1,0.0,0.0,0.0,2.9649122807017543,Personal Care,339,0.0,Healthy,No Action
2026-01-30,ST001,SKU0087,0,1,0.0,0.0,0.0,2.9649122807017543,Home Care,357,0.0,Healthy,No Action
2026-01-30,ST001,SKU0088,0,1,0.0,0.0,0.0,9.263157894736842,Dairy,19,0.0,Healthy,No Action
2026-01-30,ST001,SKU0089,0,1,0.0,0.0,0.0,7.263157894736842,Beverages,338,0.0,Healthy,No Action
2026-01-30,ST001,SKU0090,0,1,0.0,0.0,0.0,7.964912280701754,Beverages,416,0.0,Healthy,No Action
2026-01-30,ST002,SKU0001,0,1,0.0,0.0,0.0,2.824561403508772,Personal Care,510,0.0,Healthy,No Action
2026-01-30,ST002,SKU0002,0,1,0.0,0.0,0.0,3.2280701754385963,Home Care,536,0.0,Healthy,No Action
2026-01-30,ST002,SKU0003,0,1,0.0,0.0,0.0,7.842105263157895,Snacks,396,0.0,Healthy,No Action
2026-01-30,ST002,SKU0004,0,1,0.0,0.0,0.0,7.350877192982456,Snacks,420,0.0,Healthy,No Action
2026-01-30,ST002,SKU0005,0,1,0.0,0.0,0.0,6.789473684210527,Beverages,373,0.0,Healthy,No Action
2026-01-30,ST002,SKU0006,0,1,0.0,0.0,0.0,9.912280701754383,Dairy,21,0.0,Healthy,No Action
2026-01-30,ST002,SKU0007,0,1,0.0,0.0,0.0,8.24561403508772,Dairy,8,0.0,Healthy,No Action
2026-01-30,ST002,SKU0008,0,1,0.0,0.0,0.0,6.12280701754386,Beverages,507,0.0,Healthy,No Action
2026-01-30,ST002,SKU0009,0,1,0.0,0.0,0.0,3.824561403508772,Home Care,585,0.0,Healthy,No Action
2026-01-30,ST002,SKU0010,0,1,0.0,0.0,0.0,2.3684210526315788,Home Care,703,0.0,Healthy,No Action
2026-01-30,ST002,SKU0011,0,1,0.0,0.0,0.0,6.789473684210527,Beverages,295,0.0,Healthy,No Action
2026-01-30,ST002,SKU0012,0,1,0.0,0.0,0.0,8.210526315789474,Dairy,18,0.0,Healthy,No Action
2026-01-30,ST002,SKU0013,0,1,0.0,0.0,0.0,6.894736842105263,Beverages,569,0.0,Healthy,No Action
2026-01-30,ST002,SKU0014,0,1,0.0,0.0,0.0,7.0,Snacks,238,0.0,Healthy,No Action
2026-01-30,ST002,SKU0015,0,1,0.0,0.0,0.0,6.649122807017544,Beverages,548,0.0,Healthy,No Action
2026-01-30,ST002,SKU0016,0,1,0.0,0.0,0.0,7.614035087719298,Snacks,667,0.0,Healthy,No Action
2026-01-30,ST002,SKU0017,0,1,0.0,0.0,0.0,5.368421052631579,Beverages,402,0.0,Healthy,No Action
2026-01-30,ST002,SKU0018,0,1,0.0,0.0,0.0,3.210526315789474,Home Care,527,0.0,Healthy,No Action
2026-01-30,ST002,SKU0019,0,1,0.0,0.0,0.0,12.947368421052632,Grocery,19,0.0,Healthy,No Action
2026-01-30,ST002,SKU0020,0,1,0.0,0.0,0.0,6.9298245614035086,Beverages,304,0.0,Healthy,No Action
2026-01-30,ST002,SKU0021,0,1,0.0,0.0,0.0,7.666666666666667,Dairy,12,0.0,Healthy,No Action
2026-01-30,ST002,SKU0022,0,1,0.0,0.0,0.0,8.052631578947368,Snacks,254,0.0,Healthy,No Action
2026-01-30,ST002,SKU0023,0,1,0.0,0.0,0.0,9.31578947368421,Dairy,9,0.0,Healthy,No Action
2026-01-30,ST002,SKU0024,0,1,0.0,0.0,0.0,7.052631578947368,Beverages,491,0.0,Healthy,No Action
2026-01-30,ST002,SKU0025,0,1,0.0,0.0,0.0,5.105263157894737,Beverages,565,0.0,Healthy,No Action
2026-01-30,ST002,SKU0026,0,1,0.0,0.0,0.0,2.0526315789473686,Home Care,472,0.0,Healthy,No Action
2026-01-30,ST002,SKU0027,0,1,0.0,0.0,0.0,3.210526315789474,Home Care,347,0.0,Healthy,No Action
2026-01-30,ST002,SKU0028,0,1,0.0,0.0,0.0,3.333333333333333,Personal Care,514,0.0,Healthy,No Action
2026-01-30,ST002,SKU0029,0,1,0.0,0.0,0.0,8.12280701754386,Snacks,341,0.0,Healthy,No Action
2026-01-30,ST002,SKU0030,0,1,0.0,0.0,0.0,2.6140350877192984,Home Care,273,0.0,Healthy,No Action
2026-01-30,ST002,SKU0031,0,1,0.0,0.0,0.0,7.140350877192983,Beverages,587,0.0,Healthy,No Action
2026-01-30,ST002,SKU0032,0,1,0.0,0.0,0.0,7.526315789473684,Snacks,576,0.0,Healthy,No Action
2026-01-30,ST002,SKU0033,0,1,0.0,0.0,0.0,12.421052631578949,Grocery,20,0.0,Healthy,No Action
2026-01-30,ST002,SKU0034,0,1,0.0,0.0,0.0,3.175438596491228,Personal Care,580,0.0,Healthy,No Action
2026-01-30,ST002,SKU0035,0,1,0.0,0.0,0.0,2.807017543859649,Home Care,271,0.0,Healthy,No Action
2026-01-30,ST002,SKU0036,0,1,0.0,0.0,0.0,12.596491228070176,Grocery,21,0.0,Healthy,No Action
2026-01-30,ST002,SKU0037,0,1,0.0,0.0,0.0,9.894736842105264,Dairy,8,0.0,Healthy,No Action
2026-01-30,ST002,SKU0038,0,1,0.0,0.0,0.0,11.771929824561404,Grocery,15,0.0,Healthy,No Action
2026-01-30,ST002,SKU0039,0,1,0.0,0.0,0.0,3.3684210526315788,Home Care,296,0.0,Healthy,No Action
2026-01-30,ST002,SKU0040,0,1,0.0,0.0,0.0,5.56140350877193,Beverages,307,0.0,Healthy,No Action
2026-01-30,ST002,SKU0041,0,1,0.0,0.0,0.0,3.771929824561404,Personal Care,492,0.0,Healthy,No Action
2026-01-30,ST002,SKU0042,0,1,0.0,0.0,0.0,7.298245614035087,Snacks,248,0.0,Healthy,No Action
2026-01-30,ST002,SKU0043,0,1,0.0,0.0,0.0,3.754385964912281,Personal Care,344,0.0,Healthy,No Action
2026-01-30,ST002,SKU0044,0,1,0.0,0.0,0.0,13.771929824561404,Grocery,15,0.0,Healthy,No Action
2026-01-30,ST002,SKU0045,0,1,0.0,0.0,0.0,6.4035087719298245,Beverages,424,0.0,Healthy,No Action
2026-01-30,ST002,SKU0046,0,1,0.0,0.0,0.0,6.982456140350878,Beverages,375,0.0,Healthy,No Action
2026-01-30,ST002,SKU0047,0,1,0.0,0.0,0.0,8.263157894736842,Dairy,9,0.0,Healthy,No Action
2026-01-30,ST002,SKU0048,0,1,0.0,0.0,0.0,14.087719298245617,Grocery,9,0.0,Healthy,No Action
2026-01-30,ST002,SKU0049,0,1,0.0,0.0,0.0,5.56140350877193,Beverages,656,0.0,Healthy,No Action
2026-01-30,ST002,SKU0050,0,1,0.0,0.0,0.0,9.56140350877193,Snacks,635,0.0,Healthy,No Action
2026-01-30,ST002,SKU0051,0,1,0.0,0.0,0.0,11.192982456140353,Grocery,11,0.0,Healthy,No Action
2026-01-30,ST002,SKU0052,0,1,0.0,0.0,0.0,6.649122807017544,Snacks,292,0.0,Healthy,No Action
2026-01-30,ST002,SKU0053,0,1,0.0,0.0,0.0,7.456140350877193,Dairy,18,0.0,Healthy,No Action
2026-01-30,ST002,SKU0054,0,1,0.0,0.0,0.0,6.333333333333333,Beverages,668,0.0,Healthy,No Action
2026-01-30,ST002,SKU0055,0,1,0.0,3.0,21.4727720359942,11.105263157894736,Grocery,18,1.9335671501606153,Stockout Risk,Urgent Replenishment
2026-01-30,ST002,SKU0056,0,1,0.0,0.0,0.0,3.1403508771929824,Home Care,442,0.0,Healthy,No Action
2026-01-30,ST002,SKU0057,0,1,0.0,0.0,0.0,6.035087719298246,Beverages,648,0.0,Healthy,No Action
2026-01-30,ST002,SKU0058,0,1,0.0,0.0,0.0,7.56140350877193,Snacks,217,0.0,Healthy,No Action
2026-01-30,ST002,SKU0059,0,1,0.0,0.0,0.0,2.929824561403509,Personal Care,571,0.0,Healthy,No Action
2026-01-30,ST002,SKU0060,0,1,0.0,0.0,0.0,13.701754385964913,Grocery,11,0.0,Healthy,No Action
2026-01-30,ST002,SKU0061,0,1,0.0,0.0,0.0,8.017543859649123,Dairy,15,0.0,Healthy,No Action
2026-01-30,ST002,SKU0062,0,1,0.0,0.0,0.0,10.859649122807015,Grocery,8,0.0,Healthy,No Action
2026-01-30,ST002,SKU0063,0,1,0.0,0.0,0.0,3.473684210526316,Personal Care,227,0.0,Healthy,No Action
2026-01-30,ST002,SKU0064,0,1,0.0,0.0,0.0,3.824561403508772,Personal Care,651,0.0,Healthy,No Action
2026-01-30,ST002,SKU0065,0,1,0.0,0.0,0.0,3.5789473684210527,Personal Care,259,0.0,Healthy,No Action
2026-01-30,ST002,SKU0066,0,1,0.0,0.0,0.0,7.052631578947368,Snacks,413,0.0,Healthy,No Action
2026-01-30,ST002,SKU0067,0,1,0.0,0.0,0.0,5.596491228070176,Beverages,595,0.0,Healthy,No Action
2026-01-30,ST002,SKU0068,0,1,0.0,4.0,15.67831880180805,6.771929824561403,Snacks,608,2.315192154671137,Stockout Risk,Urgent Replenishment
2026-01-30,ST002,SKU0069,0,1,0.0,0.0,0.0,11.964912280701755,Grocery,12,0.0,Healthy,No Action
2026-01-30,ST002,SKU0070,0,1,0.0,0.0,0.0,3.421052631578948,Personal Care,414,0.0,Healthy,No Action
2026-01-30,ST002,SKU0071,0,1,0.0,0.0,0.0,11.333333333333334,Grocery,21,0.0,Healthy,No Action
2026-01-30,ST002,SKU0072,0,1,0.0,0.0,0.0,6.508771929824562,Snacks,585,0.0,Healthy,No Action
2026-01-30,ST002,SKU0073,0,1,0.0,0.0,0.0,9.578947368421051,Dairy,9,0.0,Healthy,No Action
2026-01-30,ST002,SKU0074,0,1,0.0,0.0,0.0,11.736842105263158,Grocery,10,0.0,Healthy,No Action
2026-01-30,ST002,SKU0075,0,1,0.0,0.0,0.0,8.035087719298245,Snacks,316,0.0,Healthy,No Action
2026-01-30,ST002,SKU0076,0,1,0.0,0.0,0.0,3.0350877192982457,Home Care,457,0.0,Healthy,No Action
2026-01-30,ST002,SKU0077,0,1,0.0,0.0,0.0,11.649122807017545,Grocery,9,0.0,Healthy,No Action
2026-01-30,ST002,SKU0078,0,1,0.0,0.0,0.0,7.263157894736842,Dairy,9,0.0,Healthy,No Action
2026-01-30,ST002,SKU0079,0,1,0.0,0.0,0.0,3.192982456140351,Personal Care,624,0.0,Healthy,No Action
2026-01-30,ST002,SKU0080,0,1,0.0,0.0,0.0,7.298245614035087,Beverages,690,0.0,Healthy,No Action
2026-01-30,ST002,SKU0081,0,1,0.0,0.0,0.0,3.5964912280701755,Personal Care,363,0.0,Healthy,No Action
2026-01-30,ST002,SKU0082,0,1,0.0,0.0,0.0,11.982456140350877,Grocery,17,0.0,Healthy,No Action
2026-01-30,ST002,SKU0083,0,1,0.0,0.0,0.0,2.789473684210526,Home Care,474,0.0,Healthy,No Action
2026-01-30,ST002,SKU0084,0,1,0.0,0.0,0.0,3.508771929824561,Home Care,711,0.0,Healthy,No Action
2026-01-30,ST002,SKU0085,0,1,0.0,0.0,0.0,12.578947368421051,Grocery,8,0.0,Healthy,No Action
2026-01-30,ST002,SKU0086,0,1,0.0,0.0,0.0,2.9473684210526314,Personal Care,339,0.0,Healthy,No Action
2026-01-30,ST002,SKU0087,0,1,0.0,0.0,0.0,2.824561403508772,Home Care,357,0.0,Healthy,No Action
2026-01-30,ST002,SKU0088,0,1,0.0,0.0,0.0,9.017543859649123,Dairy,19,0.0,Healthy,No Action
2026-01-30,ST002,SKU0089,0,1,0.0,0.0,0.0,5.894736842105263,Beverages,338,0.0,Healthy,No Action
2026-01-30,ST002,SKU0090,0,1,0.0,4.0,12.828005517768917,6.526315789473684,Beverages,416,1.9655814906258824,Stockout Risk,Urgent Replenishment
2026-01-30,ST003,SKU0001,0,1,0.0,0.0,0.0,5.982456140350878,Personal Care,510,0.0,Healthy,No Action
2026-01-30,ST003,SKU0002,0,1,0.0,0.0,0.0,5.526315789473684,Home Care,536,0.0,Healthy,No Action
2026-01-30,ST003,SKU0003,0,1,0.0,0.0,0.0,11.842105263157896,Snacks,396,0.0,Healthy,No Action
2026-01-30,ST003,SKU0004,0,1,0.0,0.0,0.0,14.43859649122807,Snacks,420,0.0,Healthy,No Action
2026-01-30,ST003,SKU0005,0,1,0.0,0.0,0.0,11.894736842105264,Beverages,373,0.0,Healthy,No Action
2026-01-30,ST003,SKU0006,0,1,0.0,2.0,22.18149058192641,15.508771929824562,Dairy,21,1.4302544832237618,Stockout Risk,Urgent Replenishment
2026-01-30,ST003,SKU0007,0,1,0.0,0.0,0.0,17.87719298245614,Dairy,8,0.0,Healthy,No Action
2026-01-30,ST003,SKU0008,0,1,0.0,0.0,0.0,10.771929824561404,Beverages,507,0.0,Healthy,No Action
2026-01-30,ST003,SKU0009,0,1,0.0,0.0,0.0,5.491228070175438,Home Care,585,0.0,Healthy,No Action
2026-01-30,ST003,SKU0010,0,1,0.0,0.0,0.0,4.894736842105263,Home Care,703,0.0,Healthy,No Action
2026-01-30,ST003,SKU0011,0,1,0.0,0.0,0.0,12.035087719298245,Beverages,295,0.0,Healthy,No Action
2026-01-30,ST003,SKU0012,0,1,0.0,0.0,0.0,16.263157894736842,Dairy,18,0.0,Healthy,No Action
2026-01-30,ST003,SKU0013,0,1,0.0,0.0,0.0,12.298245614035087,Beverages,569,0.0,Healthy,No Action
2026-01-30,ST003,SKU0014,0,1,0.0,0.0,0.0,12.789473684210526,Snacks,238,0.0,Healthy,No Action
2026-01-30,ST003,SKU0015,0,1,0.0,0.0,0.0,12.350877192982455,Beverages,548,0.0,Healthy,No Action
2026-01-30,ST003,SKU0016,0,1,0.0,0.0,0.0,13.842105263157896,Snacks,667,0.0,Healthy,No Action
2026-01-30,ST003,SKU0017,0,1,0.0,0.0,0.0,10.63157894736842,Beverages,402,0.0,Healthy,No Action
2026-01-30,ST003,SKU0018,0,1,0.0,0.0,0.0,4.631578947368421,Home Care,527,0.0,Healthy,No Action
2026-01-30,ST003,SKU0019,0,1,0.0,3.0,29.011497996095333,18.05263157894737,Grocery,19,1.6070509094046976,Stockout Risk,Urgent Replenishment
2026-01-30,ST003,SKU0020,0,1,0.0,0.0,0.0,12.596491228070176,Beverages,304,0.0,Healthy,No Action
2026-01-30,ST003,SKU0021,0,1,0.0,0.0,0.0,17.24561403508772,Dairy,12,0.0,Healthy,No Action
2026-01-30,ST003,SKU0022,0,1,0.0,0.0,0.0,12.719298245614034,Snacks,254,0.0,Healthy,No Action
2026-01-30,ST003,SKU0023,0,1,0.0,0.0,0.0,15.68421052631579,Dairy,9,0.0,Healthy,No Action
2026-01-30,ST003,SKU0024,0,1,0.0,5.0,27.00162119192996,10.894736842105264,Beverages,491,2.4784096746215902,Stockout Risk,Urgent Replenishment
2026-01-30,ST003,SKU0025,0,1,0.0,0.0,0.0,11.87719298245614,Beverages,565,0.0,Healthy,No Action
2026-01-30,ST003,SKU0026,0,1,0.0,0.0,0.0,5.017543859649122,Home Care,472,0.0,Healthy,No Action
2026-01-30,ST003,SKU0027,0,1,0.0,0.0,0.0,5.526315789473684,Home Care,347,0.0,Healthy,No Action
2026-01-30,ST003,SKU0028,0,1,0.0,0.0,0.0,5.543859649122807,Personal Care,514,0.0,Healthy,No Action
2026-01-30,ST003,SKU0029,0,1,0.0,2.0,19.397450853760656,13.403508771929824,Snacks,341,1.447192013958583,Stockout Risk,Urgent Replenishment
2026-01-30,ST003,SKU0030,0,1,0.0,0.0,0.0,5.333333333333333,Home Care,273,0.0,Healthy,No Action
2026-01-30,ST003,SKU0031,0,1,0.0,0.0,0.0,10.719298245614034,Beverages,587,0.0,Healthy,No Action
2026-01-30,ST003,SKU0032,0,1,0.0,0.0,0.0,13.473684210526317,Snacks,576,0.0,Healthy,No Action
2026-01-30,ST003,SKU0033,0,1,0.0,0.0,0.0,24.05263157894737,Grocery,20,0.0,Healthy,No Action
2026-01-30,ST003,SKU0034,0,1,0.0,0.0,0.0,5.684210526315789,Personal Care,580,0.0,Healthy,No Action
2026-01-30,ST003,SKU0035,0,1,0.0,0.0,0.0,4.789473684210527,Home Care,271,0.0,Healthy,No Action
2026-01-30,ST003,SKU0036,0,1,0.0,0.0,0.0,22.385964912280706,Grocery,21,0.0,Healthy,No Action
2026-01-30,ST003,SKU0037,0,1,0.0,0.0,0.0,15.842105263157896,Dairy,8,0.0,Healthy,No Action
2026-01-30,ST003,SKU0038,0,1,0.0,0.0,0.0,23.105263157894736,Grocery,15,0.0,Healthy,No Action
2026-01-30,ST003,SKU0039,0,1,0.0,0.0,0.0,4.807017543859649,Home Care,296,0.0,Healthy,No Action
2026-01-30,ST003,SKU0040,0,1,0.0,0.0,0.0,11.947368421052632,Beverages,307,0.0,Healthy,No Action
2026-01-30,ST003,SKU0041,0,1,0.0,0.0,0.0,7.421052631578948,Personal Care,492,0.0,Healthy,No Action
2026-01-30,ST003,SKU0042,0,1,0.0,0.0,0.0,12.140350877192985,Snacks,248,0.0,Healthy,No Action
