store_id,sku_id,avg_daily_demand,demand_std_dev,lead_time_days,service_level_target,safety_stock,reorder_point,recommended_order_qty,on_hand_units,moq_units,shelf_life_days,store_size,store_capacity
ST001,SKU0030,2.912280701754386,2.0378621654846496,0.0,0.95,0.0,0.0,24,0,24,273,M,10000
ST001,SKU0031,8.421052631578947,5.074260566895622,0.0,0.95,0.0,0.0,24,0,24,587,M,10000
ST001,SKU0032,8.473684210526315,5.067773754526506,0.0,0.95,0.0,0.0,12,0,12,576,M,10000
ST001,SKU0033,12.982456140350877,7.371497299129784,0.0,0.95,0.0,0.0,6,0,6,20,M,10000
ST001,SKU0034,3.649122807017544,2.445777907728917,0.0,0.95,0.0,0.0,12,0,12,580,M,10000
ST001,SKU0035,3.456140350877193,2.758559247652117,0.0,0.95,0.0,0.0,6,0,6,271,M,10000
ST001,SKU0036,12.87719298245614,9.045658341828569,2.0,0.95,21.10761296755201,46.861998932464296,47,0,12,21,M,10000
ST001,SKU0037,9.403508771929824,6.108716398728971,0.0,0.95,0.0,0.0,24,0,24,8,M,10000
ST001,SKU0038,14.614035087719298,8.915785331095371,0.0,0.95,0.0,0.0,12,0,12,15,M,10000
ST001,SKU0039,2.912280701754386,1.9018853592684024,0.0,0.95,0.0,0.0,6,0,6,296,M,10000
ST001,SKU0040,6.7368421052631575,3.916660001060824,0.0,0.95,0.0,0.0,48,0,48,307,M,10000
ST001,SKU0041,3.245614035087719,2.6137049630907487,0.0,0.95,0.0,0.0,12,0,12,492,M,10000
ST001,SKU0042,7.947368421052632,5.040624439178353,0.0,0.95,0.0,0.0,12,0,12,248,M,10000
ST001,SKU0043,3.982456140350877,3.090834538658356,0.0,0.95,0.0,0.0,24,0,24,344,M,10000
ST001,SKU0044,13.070175438596491,8.06416156549371,0.0,0.95,0.0,0.0,24,0,24,15,M,10000
ST001,SKU0045,8.12280701754386,5.318667178098141,0.0,0.95,0.0,0.0,24,0,24,424,M,10000
ST001,SKU0046,7.894736842105263,4.94138576039988,0.0,0.95,0.0,0.0,24,0,24,375,M,10000
ST001,SKU0047,9.36842105263158,5.79295008408425,0.0,0.95,0.0,0.0,6,0,6,9,M,10000
ST001,SKU0048,13.789473684210526,8.661773247405733,0.0,0.95,0.0,0.0,48,0,48,9,M,10000
ST001,SKU0049,7.43859649122807,5.109576246965975,0.0,0.95,0.0,0.0,24,0,24,656,M,10000
ST001,SKU0050,8.105263157894736,5.677915269226133,0.0,0.95,0.0,0.0,24,0,24,635,M,10000
ST001,SKU0051,12.385964912280702,8.278100165852653,0.0,0.95,0.0,0.0,12,0,12,11,M,10000
ST001,SKU0052,8.263157894736842,4.998307984385007,0.0,0.95,0.0,0.0,12,0,12,292,M,10000
ST001,SKU0053,8.192982456140351,4.294675260013548,0.0,0.95,0.0,0.0,12,0,12,18,M,10000
ST001,SKU0054,7.12280701754386,4.301453971120016,0.0,0.95,0.0,0.0,6,0,6,668,M,10000
ST001,SKU0055,12.228070175438596,7.238334318700207,0.0,0.95,0.0,0.0,12,0,12,18,M,10000
ST001,SKU0056,2.824561403508772,2.660040326074184,0.0,0.95,0.0,0.0,6,0,6,442,M,10000
ST001,SKU0057,7.105263157894737,5.553905352241261,0.0,0.95,0.0,0.0,24,0,24,648,M,10000
ST001,SKU0058,7.771929824561403,5.519502901593744,0.0,0.95,0.0,0.0,24,0,24,217,M,10000
ST001,SKU0059,3.807017543859649,3.270204212120771,7.0,0.95,14.276042684751337,40.92516549176888,41,0,12,571,M,10000
ST001,SKU0060,14.280701754385966,8.547669661469378,0.0,0.95,0.0,0.0,12,0,12,11,M,10000
ST001,SKU0061,9.578947368421051,4.84380078193123,0.0,0.95,0.0,0.0,6,0,6,15,M,10000
ST001,SKU0062,13.771929824561404,9.023812830228,0.0,0.95,0.0,0.0,48,0,48,8,M,10000
ST001,SKU0063,3.1052631578947367,3.1886193302247143,0.0,0.95,0.0,0.0,12,0,12,227,M,10000
ST001,SKU0064,3.508771929824561,3.2465520557395298,0.0,0.95,0.0,0.0,24,0,24,651,M,10000
ST001,SKU0065,3.5789473684210527,2.9334728834428887,0.0,0.95,0.0,0.0,12,0,12,259,M,10000
ST001,SKU0066,7.982456140350878,6.174519148629469,0.0,0.95,0.0,0.0,12,0,12,413,M,10000
ST001,SKU0067,6.701754385964913,4.066258864470167,0.0,0.95,0.0,0.0,24,0,24,595,M,10000
ST001,SKU0068,7.245614035087719,4.5523961577330185,0.0,0.95,0.0,0.0,24,0,24,608,M,10000
ST001,SKU0069,11.982456140350877,9.008906759563352,0.0,0.95,0.0,0.0,24,0,24,12,M,10000
ST001,SKU0070,3.719298245614035,3.773755168287343,0.0,0.95,0.0,0.0,48,0,48,414,M,10000
ST001,SKU0071,13.87719298245614,10.486505231961212,0.0,0.95,0.0,0.0,24,0,24,21,M,10000
ST001,SKU0072,7.421052631578948,4.682594551028661,0.0,0.95,0.0,0.0,24,0,24,585,M,10000
ST001,SKU0073,9.24561403508772,4.878087673296875,0.0,0.95,0.0,0.0,12,0,12,9,M,10000
ST001,SKU0074,10.543859649122806,6.068272805098063,0.0,0.95,0.0,0.0,6,0,6,10,M,10000
ST001,SKU0075,8.052631578947368,5.597898370407731,0.0,0.95,0.0,0.0,6,0,6,316,M,10000
ST001,SKU0076,3.12280701754386,2.4280369454605317,0.0,0.95,0.0,0.0,6,0,6,457,M,10000
ST001,SKU0077,13.789473684210526,8.589314046504162,0.0,0.95,0.0,0.0,48,0,48,9,M,10000
ST001,SKU0078,10.035087719298245,7.646112252736918,0.0,0.95,0.0,0.0,12,0,12,9,M,10000
ST001,SKU0079,4.228070175438597,2.9762005012362485,0.0,0.95,0.0,0.0,24,0,24,624,M,10000
ST001,SKU0080,6.2631578947368425,4.125384466020252,0.0,0.95,0.0,0.0,48,0,48,690,M,10000
ST001,SKU0081,3.6666666666666665,2.694792155603983,0.0,0.95,0.0,0.0,48,0,48,363,M,10000
ST001,SKU0082,13.31578947368421,8.714023785044185,0.0,0.95,0.0,0.0,6,0,6,17,M,10000
ST001,SKU0083,3.684210526315789,2.8167730697228324,0.0,0.95,0.0,0.0,6,0,6,474,M,10000
ST001,SKU0084,3.684210526315789,2.5784678087192603,0.0,0.95,0.0,0.0,6,0,6,711,M,10000
ST001,SKU0085,14.052631578947368,7.18734267562373,2.0,0.95,16.771321857328513,44.87658501522325,45,0,24,8,M,10000
ST001,SKU0086,2.9649122807017543,2.219756359544747,0.0,0.95,0.0,0.0,24,0,24,339,M,10000
ST001,SKU0087,2.9649122807017543,2.0612488610470883,0.0,0.95,0.0,0.0,24,0,24,357,M,10000
ST001,SKU0088,9.263157894736842,6.875230686491995,0.0,0.95,0.0,0.0,12,0,12,19,M,10000
ST001,SKU0089,7.263157894736842,5.838683547162817,0.0,0.95,0.0,0.0,6,0,6,338,M,10000
ST001,SKU0090,7.964912280701754,5.385048455415041,0.0,0.95,0.0,0.0,12,0,12,416,M,10000
ST002,SKU0001,2.824561403508772,2.079859258781914,0.0,0.95,0.0,0.0,12,0,12,510,S,5000
ST002,SKU0002,3.2280701754385963,2.507257635770669,0.0,0.95,0.0,0.0,12,0,12,536,S,5000
ST002,SKU0003,7.842105263157895,5.502562629241196,0.0,0.95,0.0,0.0,48,0,48,396,S,5000
ST002,SKU0004,7.350877192982456,4.730188866926137,0.0,0.95,0.0,0.0,24,0,24,420,S,5000
ST002,SKU0005,6.789473684210527,5.2567536224000975,0.0,0.95,0.0,0.0,12,0,12,373,S,5000
ST002,SKU0006,9.912280701754383,6.767254934489384,0.0,0.95,0.0,0.0,24,0,24,21,S,5000
ST002,SKU0007,8.24561403508772,5.57827642913109,0.0,0.95,0.0,0.0,6,0,6,8,S,5000
ST002,SKU0008,6.12280701754386,3.7846974564808655,0.0,0.95,0.0,0.0,12,0,12,507,S,5000
ST002,SKU0009,3.824561403508772,2.8730447203119347,0.0,0.95,0.0,0.0,12,0,12,585,S,5000
ST002,SKU0010,2.3684210526315788,1.643510821244835,0.0,0.95,0.0,0.0,12,0,12,703,S,5000
ST002,SKU0011,6.789473684210527,4.382338099467579,0.0,0.95,0.0,0.0,6,0,6,295,S,5000
ST002,SKU0012,8.210526315789474,4.963210518063538,0.0,0.95,0.0,0.0,12,0,12,18,S,5000
ST002,SKU0013,6.894736842105263,4.569636631874401,0.0,0.95,0.0,0.0,6,0,6,569,S,5000
ST002,SKU0014,7.0,4.131758532565592,0.0,0.95,0.0,0.0,12,0,12,238,S,5000
ST002,SKU0015,6.649122807017544,4.6425486691432125,0.0,0.95,0.0,0.0,12,0,12,548,S,5000
ST002,SKU0016,7.614035087719298,4.4711551158705545,0.0,0.95,0.0,0.0,24,0,24,667,S,5000
ST002,SKU0017,5.368421052631579,4.029496507662359,0.0,0.95,0.0,0.0,6,0,6,402,S,5000
ST002,SKU0018,3.210526315789474,2.2814221919769944,0.0,0.95,0.0,0.0,12,0,12,527,S,5000
ST002,SKU0019,12.947368421052632,8.131554614655663,0.0,0.95,0.0,0.0,24,0,24,19,S,5000
ST002,SKU0020,6.9298245614035086,5.10202918007982,0.0,0.95,0.0,0.0,6,0,6,304,S,5000
ST002,SKU0021,7.666666666666667,4.800793585191832,0.0,0.95,0.0,0.0,48,0,48,12,S,5000
ST002,SKU0022,8.052631578947368,5.491620410847977,0.0,0.95,0.0,0.0,48,0,48,254,S,5000
ST002,SKU0023,9.31578947368421,5.23435729011705,0.0,0.95,0.0,0.0,12,0,12,9,S,5000
ST002,SKU0024,7.052631578947368,4.782486847982733,0.0,0.95,0.0,0.0,12,0,12,491,S,5000
ST002,SKU0025,5.105263157894737,3.24963849927032,0.0,0.95,0.0,0.0,6,0,6,565,S,5000
ST002,SKU0026,2.0526315789473686,1.5632047282926156,0.0,0.95,0.0,0.0,12,0,12,472,S,5000
ST002,SKU0027,3.210526315789474,2.7886046312580204,0.0,0.95,0.0,0.0,24,0,24,347,S,5000
ST002,SKU0028,3.333333333333333,2.2704100741412123,0.0,0.95,0.0,0.0,6,0,6,514,S,5000
ST002,SKU0029,8.12280701754386,4.702089867580905,0.0,0.95,0.0,0.0,24,0,24,341,S,5000
ST002,SKU0030,2.6140350877192984,1.9798483524620945,0.0,0.95,0.0,0.0,24,0,24,273,S,5000
ST002,SKU0031,7.140350877192983,5.086531924361024,0.0,0.95,0.0,0.0,24,0,24,587,S,5000
ST002,SKU0032,7.526315789473684,4.855428711239081,0.0,0.95,0.0,0.0,12,0,12,576,S,5000
ST002,SKU0033,12.421052631578949,8.449318164420665,0.0,0.95,0.0,0.0,6,0,6,20,S,5000
ST002,SKU0034,3.175438596491228,2.633050966746316,0.0,0.95,0.0,0.0,12,0,12,580,S,5000
ST002,SKU0035,2.807017543859649,2.3409292758831306,0.0,0.95,0.0,0.0,6,0,6,271,S,5000
ST002,SKU0036,12.596491228070176,7.287120852971668,0.0,0.95,0.0,0.0,12,0,12,21,S,5000
ST002,SKU0037,9.894736842105264,6.718004089561752,0.0,0.95,0.0,0.0,24,0,24,8,S,5000
ST002,SKU0038,11.771929824561404,6.692259771716151,0.0,0.95,0.0,0.0,12,0,12,15,S,5000
ST002,SKU0039,3.3684210526315788,2.991843548641685,0.0,0.95,0.0,0.0,6,0,6,296,S,5000
ST002,SKU0040,5.56140350877193,3.964203864674691,0.0,0.95,0.0,0.0,48,0,48,307,S,5000
ST002,SKU0041,3.771929824561404,2.4857992668329976,0.0,0.95,0.0,0.0,12,0,12,492,S,5000
ST002,SKU0042,7.298245614035087,4.415738541531633,0.0,0.95,0.0,0.0,12,0,12,248,S,5000
ST002,SKU0043,3.754385964912281,3.4292892941040494,0.0,0.95,0.0,0.0,24,0,24,344,S,5000
ST002,SKU0044,13.771929824561404,9.464251430400854,0.0,0.95,0.0,0.0,24,0,24,15,S,5000
ST002,SKU0045,6.4035087719298245,4.152708449755615,0.0,0.95,0.0,0.0,24,0,24,424,S,5000
ST002,SKU0046,6.982456140350878,4.458103488793411,0.0,0.95,0.0,0.0,24,0,24,375,S,5000
ST002,SKU0047,8.263157894736842,4.991157594720723,0.0,0.95,0.0,0.0,6,0,6,9,S,5000
ST002,SKU0048,14.087719298245617,7.7719291173758,0.0,0.95,0.0,0.0,48,0,48,9,S,5000
ST002,SKU0049,5.56140350877193,3.6743198780748583,0.0,0.95,0.0,0.0,24,0,24,656,S,5000
ST002,SKU0050,9.56140350877193,5.757037754720146,0.0,0.95,0.0,0.0,24,0,24,635,S,5000
ST002,SKU0051,11.192982456140353,6.725321544334271,0.0,0.95,0.0,0.0,12,0,12,11,S,5000
ST002,SKU0052,6.649122807017544,4.505913685964636,0.0,0.95,0.0,0.0,12,0,12,292,S,5000
ST002,SKU0053,7.456140350877193,4.732373971752581,0.0,0.95,0.0,0.0,12,0,12,18,S,5000
ST002,SKU0054,6.333333333333333,4.465476031788346,0.0,0.95,0.0,0.0,6,0,6,668,S,5000
ST002,SKU0055,11.105263157894736,7.513521645593163,3.0,0.95,21.4727720359942,54.7885615096784,55,0,12,18,S,5000
ST002,SKU0056,3.1403508771929824,2.231580129568893,0.0,0.95,0.0,0.0,6,0,6,442,S,5000
ST002,SKU0057,6.035087719298246,3.489601452277803,0.0,0.95,0.0,0.0,24,0,24,648,S,5000
ST002,SKU0058,7.56140350877193,5.8371273018364604,0.0,0.95,0.0,0.0,24,0,24,217,S,5000
ST002,SKU0059,2.929824561403509,2.404308997276757,0.0,0.95,0.0,0.0,12,0,12,571,S,5000
ST002,SKU0060,13.701754385964913,7.959641306259396,0.0,0.95,0.0,0.0,12,0,12,11,S,5000
ST002,SKU0061,8.017543859649123,5.149518798844133,0.0,0.95,0.0,0.0,6,0,6,15,S,5000
ST002,SKU0062,10.859649122807015,6.286148595157531,0.0,0.95,0.0,0.0,48,0,48,8,S,5000
ST002,SKU0063,3.473684210526316,2.486429332811948,0.0,0.95,0.0,0.0,12,0,12,227,S,5000
ST002,SKU0064,3.824561403508772,3.3118985007391157,0.0,0.95,0.0,0.0,24,0,24,651,S,5000
ST002,SKU0065,3.5789473684210527,2.896718392182613,0.0,0.95,0.0,0.0,12,0,12,259,S,5000
ST002,SKU0066,7.052631578947368,4.760030959651639,0.0,0.95,0.0,0.0,12,0,12,413,S,5000
ST002,SKU0067,5.596491228070176,3.5499479328314854,0.0,0.95,0.0,0.0,24,0,24,595,S,5000
ST002,SKU0068,6.771929824561403,4.751005697517591,4.0,0.95,15.67831880180805,42.76603810005366,43,0,24,608,S,5000
ST002,SKU0069,11.964912280701755,7.511811918288381,0.0,0.95,0.0,0.0,24,0,24,12,S,5000
ST002,SKU0070,3.421052631578948,2.764231799905541,0.0,0.95,0.0,0.0,48,0,48,414,S,5000
ST002,SKU0071,11.333333333333334,8.382237455590527,0.0,0.95,0.0,0.0,24,0,24,21,S,5000
ST002,SKU0072,6.508771929824562,3.751774851499068,0.0,0.95,0.0,0.0,24,0,24,585,S,5000
ST002,SKU0073,9.578947368421051,5.984943514535493,0.0,0.95,0.0,0.0,12,0,12,9,S,5000
ST002,SKU0074,11.736842105263158,7.291203887928135,0.0,0.95,0.0,0.0,6,0,6,10,S,5000
ST002,SKU0075,8.035087719298245,5.021258067601549,0.0,0.95,0.0,0.0,6,0,6,316,S,5000
ST002,SKU0076,3.0350877192982457,2.5701925461550106,0.0,0.95,0.0,0.0,6,0,6,457,S,5000
ST002,SKU0077,11.649122807017545,7.320448922783199,0.0,0.95,0.0,0.0,48,0,48,9,S,5000
ST002,SKU0078,7.263157894736842,4.820070819683765,0.0,0.95,0.0,0.0,12,0,12,9,S,5000
ST002,SKU0079,3.192982456140351,2.4233875087455283,0.0,0.95,0.0,0.0,24,0,24,624,S,5000
ST002,SKU0080,7.298245614035087,4.8512329518259785,0.0,0.95,0.0,0.0,48,0,48,690,S,5000
ST002,SKU0081,3.5964912280701755,2.7246208722027925,0.0,0.95,0.0,0.0,48,0,48,363,S,5000
ST002,SKU0082,11.982456140350877,6.794144611539136,0.0,0.95,0.0,0.0,6,0,6,17,S,5000
ST002,SKU0083,2.789473684210526,2.381002505738041,0.0,0.95,0.0,0.0,6,0,6,474,S,5000
ST002,SKU0084,3.508771929824561,2.860586896684614,0.0,0.95,0.0,0.0,6,0,6,711,S,5000
ST002,SKU0085,12.578947368421051,7.9033161403955985,0.0,0.95,0.0,0.0,24,0,24,8,S,5000
ST002,SKU0086,2.9473684210526314,2.1910618155814885,0.0,0.95,0.0,0.0,24,0,24,339,S,5000
ST002,SKU0087,2.824561403508772,2.1307511001115467,0.0,0.95,0.0,0.0,24,0,24,357,S,5000
ST002,SKU0088,9.017543859649123,6.426761092911686,0.0,0.95,0.0,0.0,12,0,12,19,S,5000
ST002,SKU0089,5.894736842105263,3.1434978841043337,0.0,0.95,0.0,0.0,6,0,6,338,S,5000
ST002,SKU0090,6.526315789473684,3.8872743993239145,4.0,0.95,12.828005517768917,38.933268675663655,39,0,12,416,S,5000
ST003,SKU0001,5.982456140350878,3.5430577394904823,0.0,0.95,0.0,0.0,12,0,12,510,L,20000
ST003,SKU0002,5.526315789473684,3.9329435684715786,0.0,0.95,0.0,0.0,12,0,12,536,L,20000
ST003,SKU0003,11.842105263157896,8.539382450246562,0.0,0.95,0.0,0.0,48,0,48,396,L,20000
ST003,SKU0004,14.43859649122807,7.901214969546611,0.0,0.95,0.0,0.0,24,0,24,420,L,20000
ST003,SKU0005,11.894736842105264,6.862642687890296,0.0,0.95,0.0,0.0,12,0,12,373,L,20000
ST003,SKU0006,15.508771929824562,9.505868125639822,2.0,0.95,22.18149058192641,53.199034441575535,53,0,24,21,L,20000
ST003,SKU0007,17.87719298245614,10.93988472033575,0.0,0.95,0.0,0.0,6,0,6,8,L,20000
ST003,SKU0008,10.771929824561404,6.84266433035003,0.0,0.95,0.0,0.0,12,0,12,507,L,20000
ST003,SKU0009,5.491228070175438,4.264147909428531,0.0,0.95,0.0,0.0,12,0,12,585,L,20000
ST003,SKU0010,4.894736842105263,2.54027705551914,0.0,0.95,0.0,0.0,12,0,12,703,L,20000
ST003,SKU0011,12.035087719298245,8.165618059629002,0.0,0.95,0.0,0.0,6,0,6,295,L,20000
ST003,SKU0012,16.263157894736842,8.806503919160853,0.0,0.95,0.0,0.0,12,0,12,18,L,20000
ST003,SKU0013,12.298245614035087,8.653993529580726,0.0,0.95,0.0,0.0,6,0,6,569,L,20000
ST003,SKU0014,12.789473684210526,7.786748913803279,0.0,0.95,0.0,0.0,12,0,12,238,L,20000
ST003,SKU0015,12.350877192982455,7.868316274941309,0.0,0.95,0.0,0.0,12,0,12,548,L,20000
ST003,SKU0016,13.842105263157896,8.263062113328315,0.0,0.95,0.0,0.0,24,0,24,667,L,20000
ST003,SKU0017,10.63157894736842,6.993955499846605,0.0,0.95,0.0,0.0,6,0,6,402,L,20000
ST003,SKU0018,4.631578947368421,3.0392173507768674,0.0,0.95,0.0,0.0,12,0,12,527,L,20000
ST003,SKU0019,18.05263157894737,10.15139162281208,3.0,0.95,29.011497996095333,83.16939273293744,83,0,24,19,L,20000
ST003,SKU0020,12.596491228070176,8.552066686569324,0.0,0.95,0.0,0.0,6,0,6,304,L,20000
ST003,SKU0021,17.24561403508772,9.409874566027485,0.0,0.95,0.0,0.0,48,0,48,12,L,20000
ST003,SKU0022,12.719298245614034,6.999373405539632,0.0,0.95,0.0,0.0,48,0,48,254,L,20000
ST003,SKU0023,15.68421052631579,9.530323586802965,0.0,0.95,0.0,0.0,12,0,12,9,L,20000
ST003,SKU0024,10.894736842105264,7.318480059133853,5.0,0.95,27.00162119192996,81.47530540245627,81,0,12,491,L,20000
ST003,SKU0025,11.87719298245614,6.044685314503844,0.0,0.95,0.0,0.0,6,0,6,565,L,20000
ST003,SKU0026,5.017543859649122,3.548094197041236,0.0,0.95,0.0,0.0,12,0,12,472,L,20000
ST003,SKU0027,5.526315789473684,4.26407443967242,0.0,0.95,0.0,0.0,24,0,24,347,L,20000
ST003,SKU0028,5.543859649122807,4.625512232015099,0.0,0.95,0.0,0.0,6,0,6,514,L,20000
ST003,SKU0029,13.403508771929824,8.312769112986029,2.0,0.95,19.397450853760656,46.2044683976203,46,0,24,341,L,20000
ST003,SKU0030,5.333333333333333,4.180453381654971,0.0,0.95,0.0,0.0,24,0,24,273,L,20000
ST003,SKU0031,10.719298245614034,6.8132077246145135,0.0,0.95,0.0,0.0,24,0,24,587,L,20000
ST003,SKU0032,13.473684210526317,7.099057440347513,0.0,0.95,0.0,0.0,12,0,12,576,L,20000
ST003,SKU0033,24.05263157894737,16.25293495762664,0.0,0.95,0.0,0.0,6,0,6,20,L,20000
ST003,SKU0034,5.684210526315789,3.761448689082639,0.0,0.95,0.0,0.0,12,0,12,580,L,20000
ST003,SKU0035,4.789473684210527,3.368641322685195,0.0,0.95,0.0,0.0,6,0,6,271,L,20000
ST003,SKU0036,22.385964912280706,13.353376226318346,0.0,0.95,0.0,0.0,12,0,12,21,L,20000
ST003,SKU0037,15.842105263157896,8.729648728173043,0.0,0.95,0.0,0.0,24,0,24,8,L,20000
ST003,SKU0038,23.105263157894736,12.050021058852844,0.0,0.95,0.0,0.0,12,0,12,15,L,20000
ST003,SKU0039,4.807017543859649,2.960686433988071,0.0,0.95,0.0,0.0,6,0,6,296,L,20000
ST003,SKU0040,11.947368421052632,8.164428622802829,0.0,0.95,0.0,0.0,48,0,48,307,L,20000
ST003,SKU0041,7.421052631578948,6.0737943201600935,0.0,0.95,0.0,0.0,12,0,12,492,L,20000
ST003,SKU0042,12.140350877192985,7.160004480473527,0.0,0.95,0.0,0.0,12,0,12,248,L,20000
ST003,SKU0043,5.508771929824562,3.459576806373577,0.0,0.95,0.0,0.0,24,0,24,344,L,20000
ST003,SKU0044,24.17543859649123,12.531564158181796,0.0,0.95,0.0,0.0,24,0,24,15,L,20000
ST003,SKU0045,12.228070175438596,6.155768328102771,0.0,0.95,0.0,0.0,24,0,24,424,L,20000
ST003,SKU0046,12.473684210526317,7.5263946575603775,0.0,0.95,0.0,0.0,24,0,24,375,L,20000
ST003,SKU0047,17.210526315789473,10.293439037466785,0.0,0.95,0.0,0.0,6,0,6,9,L,20000
ST003,SKU0048,21.42105263157895,14.772014284282209,0.0,0.95,0.0,0.0,48,0,48,9,L,20000
ST003,SKU0049,12.578947368421051,7.391953560704303,0.0,0.95,0.0,0.0,24,0,24,656,L,20000
ST003,SKU0050,13.0,8.766820567180716,0.0,0.95,0.0,0.0,24,0,24,635,L,20000
ST003,SKU0051,20.70175438596491,11.75488486952294,0.0,0.95,0.0,0.0,12,0,12,11,L,20000
ST003,SKU0052,13.473684210526317,8.022524680899343,0.0,0.95,0.0,0.0,12,0,12,292,L,20000
ST003,SKU0053,15.649122807017545,10.00623239370304,0.0,0.95,0.0,0.0,12,0,12,18,L,20000
ST003,SKU0054,11.421052631578949,6.72667230514107,0.0,0.95,0.0,0.0,6,0,6,668,L,20000
ST003,SKU0055,19.80701754385965,13.643992132189837,0.0,0.95,0.0,0.0,12,0,12,18,L,20000
ST003,SKU0056,6.280701754385965,4.809790558125435,0.0,0.95,0.0,0.0,6,0,6,442,L,20000
ST003,SKU0057,11.210526315789474,7.359970987193552,0.0,0.95,0.0,0.0,24,0,24,648,L,20000
ST003,SKU0058,14.210526315789474,9.635753440229896,0.0,0.95,0.0,0.0,24,0,24,217,L,20000
ST003,SKU0059,5.7368421052631575,4.189810410769859,0.0,0.95,0.0,0.0,12,0,12,571,L,20000
ST003,SKU0060,21.087719298245613,13.682993487426,0.0,0.95,0.0,0.0,12,0,12,11,L,20000
ST003,SKU0061,17.526315789473685,12.778476970445675,0.0,0.95,0.0,0.0,6,0,6,15,L,20000
ST003,SKU0062,23.614035087719294,14.05823905092784,0.0,0.95,0.0,0.0,48,0,48,8,L,20000
ST003,SKU0063,6.614035087719298,4.275154073935783,0.0,0.95,0.0,0.0,12,0,12,227,L,20000
ST003,SKU0064,6.87719298245614,4.334538101271974,0.0,0.95,0.0,0.0,24,0,24,651,L,20000
ST003,SKU0065,7.315789473684211,4.440712196487189,0.0,0.95,0.0,0.0,12,0,12,259,L,20000
ST003,SKU0066,12.578947368421051,7.235693688783041,0.0,0.95,0.0,0.0,12,0,12,413,L,20000
ST003,SKU0067,11.070175438596491,7.683144001929548,0.0,0.95,0.0,0.0,24,0,24,595,L,20000
ST003,SKU0068,13.929824561403509,9.094463875510057,0.0,0.95,0.0,0.0,24,0,24,608,L,20000
